Event;SetupID;DecisionTime;StepFrom;StepTo;Direction;Bid;Ask;SpreadPoints;ATR;ATRPct100;ATRRegime;ADX;DIPlus;DIMinus;RSI;MACDHist;EMA200DistATR;EMA200Slope5ATR;FloatingPnLNoCost;OpenPositions;BasketBE;Session;OpenHour;Mode;Rule;FillPrice;FillTime
P;2476;2021.03.29 13:33:09;3;4;BUY;1719.69;1720.44;74.7;1.57;0.091484;2.6779;28.6564;11.3733;44.1268;24.4704;-0.393779;-3.3338;-0.017420;-49.60;4;1727.41;Overlap;13;0;M0;0.00;
F;2476;2021.03.29 13:33:09;3;4;BUY;1719.69;1720.44;74.7;1.57;0.091484;2.6779;28.6564;11.3733;44.1268;24.4704;-0.393779;-3.3338;-0.017420;-49.60;4;1724.77;Overlap;13;0;M0;1720.44;2021.03.29 13:33:09
A;2476;2021.03.29 13:37:50;4;5;BUY;1715.96;1716.41;45.2;2.01;0.117179;1.7334;44.9885;6.4165;44.3557;14.4942;-0.783814;-4.3658;-0.025376;-86.96;4;1724.77;Overlap;13;0;NONE;0.00;
P;2476;2021.03.29 13:37:50;4;5;BUY;1715.96;1716.41;45.2;2.01;0.117179;1.7334;44.9885;6.4165;44.3557;14.4942;-0.783814;-4.3658;-0.025376;-89.22;5;1724.77;Overlap;13;0;M0;0.00;
F;2476;2021.03.29 13:37:50;4;5;BUY;1715.96;1716.41;45.2;2.01;0.117179;1.7334;44.9885;6.4165;44.3557;14.4942;-0.783814;-4.3658;-0.025376;-89.22;5;1720.81;Overlap;13;0;M0;1716.41;2021.03.29 13:37:50
A;2477;2021.03.30 11:30:00;0;1;BUY;1689.39;1689.71;31.7;0.45;0.026385;0.4545;36.4662;10.5090;21.9542;34.4921;0.055842;-18.1699;-0.188739;0.00;0;0.00;London;11;0;NONE;0.00;
A;2477;2021.03.30 11:50:25;1;2;BUY;1686.36;1686.74;38.5;1.10;0.065096;1.1367;28.8494;10.2283;34.5495;31.9457;-0.108194;-8.7057;-0.074542;-3.36;1;0.00;London;11;0;NONE;0.00;
P;2477;2021.03.30 11:50:25;1;2;BUY;1686.36;1686.74;38.5;1.10;0.065096;1.1367;28.8494;10.2283;34.5495;31.9457;-0.108194;-8.7057;-0.074542;-4.13;2;0.00;London;11;0;M0;0.00;
F;2477;2021.03.30 11:50:25;1;2;BUY;1686.36;1686.74;38.5;1.10;0.065096;1.1367;28.8494;10.2283;34.5495;31.9457;-0.108194;-8.7057;-0.074542;-4.13;2;1687.48;London;11;0;M0;1686.74;2021.03.30 11:50:25
A;2478;2021.03.30 19:09:00;0;1;BUY;1682.28;1682.62;33.7;0.29;0.017343;0.6231;17.5183;17.3367;10.6925;51.5524;0.057694;-6.4103;-0.071833;0.00;0;0.00;NewYork;19;0;NONE;0.00;
A;2479;2021.03.31 11:46:00;0;1;BUY;1685.35;1685.65;30.7;0.36;0.021123;0.9111;29.1606;16.8191;18.9237;44.3402;0.091825;-1.2343;-0.021458;0.00;0;0.00;London;11;0;NONE;0.00;
A;2479;2021.03.31 12:08:01;1;2;BUY;1683.17;1683.40;22.7;0.62;0.036820;0.5510;34.3554;7.5153;36.2372;32.4518;-0.269416;-4.0135;-0.027370;-2.48;1;0.00;Overlap;12;0;NONE;0.00;
P;2479;2021.03.31 12:08:01;1;2;BUY;1683.17;1683.40;22.7;0.62;0.036820;0.5510;34.3554;7.5153;36.2372;32.4518;-0.269416;-4.0135;-0.027370;-2.93;2;0.00;Overlap;12;0;M0;0.00;
F;2479;2021.03.31 12:08:01;1;2;BUY;1683.17;1683.40;22.7;0.62;0.036820;0.5510;34.3554;7.5153;36.2372;32.4518;-0.269416;-4.0135;-0.027370;-2.93;2;1684.01;Overlap;12;0;M0;1683.40;2021.03.31 12:08:01
A;2480;2021.04.01 00:16:01;0;1;BUY;1707.10;1707.47;37.7;0.42;0.024603;0.9677;24.1866;19.8598;14.8370;49.4739;0.124976;-0.8487;-0.015685;0.00;0;0.00;Asia;0;0;NONE;0.00;
A;2481;2021.04.01 09:20:00;0;1;BUY;1714.81;1715.07;26.4;0.71;0.041156;1.3192;36.2084;16.5285;17.6628;49.1875;0.161216;-1.2183;-0.023595;0.00;0;0.00;London;9;0;NONE;0.00;
A;2481;2021.04.01 11:07:40;1;2;BUY;1711.16;1711.44;27.7;0.55;0.032230;0.7544;51.8571;5.9620;40.8133;24.1259;-0.239631;-6.5594;-0.051568;-3.91;1;0.00;London;11;0;NONE;0.00;
P;2481;2021.04.01 11:07:40;1;2;BUY;1711.16;1711.44;27.7;0.55;0.032230;0.7544;51.8571;5.9620;40.8133;24.1259;-0.239631;-6.5594;-0.051568;-4.46;2;0.00;London;11;0;M0;0.00;
F;2481;2021.04.01 11:07:40;1;2;BUY;1711.16;1711.44;27.7;0.55;0.032230;0.7544;51.8571;5.9620;40.8133;24.1259;-0.239631;-6.5594;-0.051568;-4.46;2;1712.52;London;11;0;M0;1711.44;2021.04.01 11:07:40
A;2482;2021.04.01 15:44:00;0;1;SELL;1728.40;1728.73;33.4;0.46;0.026325;0.4033;20.3299;15.5744;24.6553;47.7260;-0.005920;8.0174;0.095858;0.00;0;0.00;Overlap;15;0;NONE;0.00;
A;2483;2021.04.05 13:00:00;0;1;SELL;1723.15;1723.52;37.4;0.60;0.034617;0.8960;19.0521;14.1331;34.5544;38.1061;-0.036894;-3.2874;-0.012713;0.00;0;0.00;Overlap;13;0;NONE;0.00;
A;2483;2021.04.05 13:45:52;1;2;SELL;1725.62;1725.97;35.4;0.89;0.051474;0.7848;25.0279;21.4971;12.5443;61.5661;0.241057;1.0479;0.000119;-2.82;1;0.00;Overlap;13;0;NONE;0.00;
P;2483;2021.04.05 13:45:52;1;2;SELL;1725.62;1725.97;35.4;0.89;0.051474;0.7848;25.0279;21.4971;12.5443;61.5661;0.241057;1.0479;0.000119;-3.53;2;0.00;Overlap;13;0;M0;0.00;
F;2483;2021.04.05 13:45:52;1;2;SELL;1725.62;1725.97;35.4;0.89;0.051474;0.7848;25.0279;21.4971;12.5443;61.5661;0.241057;1.0479;0.000119;-3.53;2;1724.99;Overlap;13;0;M0;1725.62;2021.04.05 13:45:52
A;2483;2021.04.05 14:15:21;2;3;SELL;1729.72;1730.06;34.4;0.73;0.042492;0.8314;46.3435;22.7699;3.8895;72.8834;0.099338;5.8414;0.051093;-15.80;2;1724.99;Overlap;14;0;NONE;0.00;
P;2483;2021.04.05 14:15:21;2;3;SELL;1729.72;1730.06;34.4;0.73;0.042492;0.8314;46.3435;22.7699;3.8895;72.8834;0.099338;5.8414;0.051093;-16.83;3;1724.99;Overlap;14;0;M0;0.00;
F;2483;2021.04.05 14:15:21;2;3;SELL;1729.72;1730.06;34.4;0.73;0.042492;0.8314;46.3435;22.7699;3.8895;72.8834;0.099338;5.8414;0.051093;-16.83;3;1727.52;Overlap;14;0;M0;1729.72;2021.04.05 14:15:21
A;2484;2021.04.05 23:38:00;0;1;SELL;1729.14;1729.51;36.0;0.06;0.003759;0.2336;29.1784;26.1866;21.6979;63.3513;0.012994;18.3429;0.190258;0.00;0;0.00;Asia;23;0;NONE;0.00;
A;2484;2021.04.05 23:45:42;1;2;SELL;1729.47;1729.83;35.7;0.23;0.013487;1.6086;21.1382;23.0972;21.5136;64.7643;-0.023956;6.1473;0.048911;-0.68;1;0.00;Asia;23;0;NONE;0.00;
P;2484;2021.04.05 23:45:42;1;2;SELL;1729.47;1729.83;35.7;0.23;0.013487;1.6086;21.1382;23.0972;21.5136;64.7643;-0.023956;6.1473;0.048911;-1.39;2;0.00;Asia;23;0;M0;0.00;
F;2484;2021.04.05 23:45:42;1;2;SELL;1729.47;1729.83;35.7;0.23;0.013487;1.6086;21.1382;23.0972;21.5136;64.7643;-0.023956;6.1473;0.048911;-1.39;2;1729.59;Asia;23;0;M0;1729.47;2021.04.05 23:45:42
A;2485;2021.04.06 07:47:00;0;1;SELL;1731.32;1731.66;34.7;0.42;0.024057;0.9204;15.3237;17.9785;20.5968;57.7322;0.123127;-3.9500;-0.038313;0.00;0;0.00;London;7;0;NONE;0.00;
A;2485;2021.04.06 11:26:34;1;2;SELL;1735.02;1735.37;35.7;0.51;0.029308;1.2556;25.1683;22.9535;15.4509;69.3761;-0.037759;4.5500;0.037986;-4.05;1;0.00;London;11;0;NONE;0.00;
P;2485;2021.04.06 11:26:34;1;2;SELL;1735.02;1735.37;35.7;0.51;0.029308;1.2556;25.1683;22.9535;15.4509;69.3761;-0.037759;4.5500;0.037986;-4.76;2;0.00;London;11;0;M0;0.00;
F;2485;2021.04.06 11:26:34;1;2;SELL;1735.02;1735.37;35.7;0.51;0.029308;1.2556;25.1683;22.9535;15.4509;69.3761;-0.037759;4.5500;0.037986;-4.76;2;1734.01;London;11;0;M0;1735.02;2021.04.06 11:26:34
A;2485;2021.04.06 15:00:00;2;3;SELL;1743.44;1743.71;27.7;2.59;0.148313;4.7445;21.0948;24.8381;27.4719;75.2502;0.325908;3.3246;0.010135;-29.80;2;1734.01;Overlap;15;0;NONE;0.00;
P;2485;2021.04.06 15:00:00;2;3;SELL;1743.44;1743.71;27.7;2.59;0.148313;4.7445;21.0948;24.8381;27.4719;75.2502;0.325908;3.3246;0.010135;-30.63;3;1734.01;Overlap;15;0;M0;0.00;
F;2485;2021.04.06 15:00:00;2;3;SELL;1743.44;1743.71;27.7;2.59;0.148313;4.7445;21.0948;24.8381;27.4719;75.2502;0.325908;3.3246;0.010135;-30.63;3;1737.71;Overlap;15;0;M0;1743.44;2021.04.06 15:00:00
A;2486;2021.04.07 16:36:00;0;1;BUY;1740.81;1741.03;21.7;0.28;0.016372;0.7755;18.9813;16.5493;16.8829;51.4900;0.013841;4.4408;0.040061;0.00;0;0.00;NewYork;16;0;NONE;0.00;
A;2486;2021.04.07 18:04:35;1;2;BUY;1739.01;1739.37;36.4;0.56;0.032346;1.7045;23.0752;16.3333;28.7778;36.2519;0.012202;-1.7213;-0.002438;-2.02;1;0.00;NewYork;18;0;NONE;0.00;
P;2486;2021.04.07 18:04:35;1;2;BUY;1739.01;1739.37;36.4;0.56;0.032346;1.7045;23.0752;16.3333;28.7778;36.2519;0.012202;-1.7213;-0.002438;-2.75;2;0.00;NewYork;18;0;M0;0.00;
F;2486;2021.04.07 18:04:35;1;2;BUY;1739.01;1739.37;36.4;0.56;0.032346;1.7045;23.0752;16.3333;28.7778;36.2519;0.012202;-1.7213;-0.002438;-2.75;2;1739.68;NewYork;18;0;M0;1739.37;2021.04.07 18:04:35
A;2487;2021.04.07 22:45:00;0;1;BUY;1736.72;1737.10;37.7;0.17;0.009544;0.6842;24.8915;19.3947;14.8899;52.8834;0.033080;-7.5526;-0.086588;0.00;0;0.00;Unknown;22;0;NONE;0.00;
A;2487;2021.04.08 01:00:01;1;2;BUY;1735.74;1736.09;34.7;0.27;0.015325;0.7141;28.0667;7.2940;33.2010;33.2615;-0.082081;-5.7253;-0.040969;-3.50;1;0.00;Asia;1;0;NONE;0.00;
P;2487;2021.04.08 01:00:01;1;2;BUY;1735.74;1736.09;34.7;0.27;0.015325;0.7141;28.0667;7.2940;33.2010;33.2615;-0.082081;-5.7253;-0.040969;-4.19;2;0.00;Asia;1;0;M0;0.00;
F;2487;2021.04.08 01:00:01;1;2;BUY;1735.74;1736.09;34.7;0.27;0.015325;0.7141;28.0667;7.2940;33.2010;33.2615;-0.082081;-5.7253;-0.040969;-4.19;2;1736.19;Asia;1;0;M0;1736.09;2021.04.08 01:00:01
A;2487;2021.04.08 01:19:49;2;3;BUY;1733.68;1734.09;40.7;0.47;0.026894;0.9419;31.8528;16.7964;34.3526;31.8607;-0.063510;-6.7706;-0.054389;-10.36;2;1736.19;Asia;1;0;NONE;0.00;
P;2487;2021.04.08 01:19:49;2;3;BUY;1733.68;1734.09;40.7;0.47;0.026894;0.9419;31.8528;16.7964;34.3526;31.8607;-0.063510;-6.7706;-0.054389;-11.58;3;1736.19;Asia;1;0;M0;0.00;
F;2487;2021.04.08 01:19:49;2;3;BUY;1733.68;1734.09;40.7;0.47;0.026894;0.9419;31.8528;16.7964;34.3526;31.8607;-0.063510;-6.7706;-0.054389;-11.58;3;1734.94;Asia;1;0;M0;1734.09;2021.04.08 01:19:49
A;2488;2021.04.08 02:24:00;0;1;BUY;1735.21;1735.52;30.7;0.13;0.007593;0.5433;41.5510;16.2622;25.8171;44.8103;0.019351;-8.2851;-0.097596;0.00;0;0.00;Asia;2;0;NONE;0.00;
A;2489;2021.04.08 18:04:00;0;1;BUY;1755.15;1755.48;33.4;0.28;0.016181;1.7238;21.2106;20.7220;16.4303;44.2732;0.078317;-1.4275;-0.022509;0.00;0;0.00;NewYork;18;0;NONE;0.00;
A;2489;2021.04.09 00:19:42;1;2;BUY;1753.21;1753.51;29.7;0.27;0.015400;0.7186;36.5344;13.3505;28.5251;28.0692;-0.139981;-6.1952;-0.047332;-2.72;1;0.00;Asia;0;0;NONE;0.00;
P;2489;2021.04.09 00:19:42;1;2;BUY;1753.21;1753.51;29.7;0.27;0.015400;0.7186;36.5344;13.3505;28.5251;28.0692;-0.139981;-6.1952;-0.047332;-3.31;2;0.00;Asia;0;0;M0;0.00;
F;2489;2021.04.09 00:19:42;1;2;BUY;1753.21;1753.51;29.7;0.27;0.015400;0.7186;36.5344;13.3505;28.5251;28.0692;-0.139981;-6.1952;-0.047332;-3.31;2;1754.00;Asia;0;0;M0;1753.51;2021.04.09 00:19:42
A;2490;2021.04.09 06:46:00;0;1;BUY;1748.45;1748.79;34.4;0.26;0.014584;0.9687;28.7393;32.4317;6.1100;54.4568;0.175927;-11.5883;-0.136210;0.00;0;0.00;Asia;6;0;NONE;0.00;
A;2490;2021.04.09 07:07:32;1;2;BUY;1747.10;1747.49;39.4;0.53;0.030622;0.9173;28.2586;8.1478;25.1029;27.6007;-0.179950;-7.0099;-0.055137;-1.69;1;0.00;London;7;0;NONE;0.00;
P;2490;2021.04.09 07:07:32;1;2;BUY;1747.10;1747.49;39.4;0.53;0.030622;0.9173;28.2586;8.1478;25.1029;27.6007;-0.179950;-7.0099;-0.055137;-2.48;2;0.00;London;7;0;M0;0.00;
F;2490;2021.04.09 07:07:32;1;2;BUY;1747.10;1747.49;39.4;0.53;0.030622;0.9173;28.2586;8.1478;25.1029;27.6007;-0.179950;-7.0099;-0.055137;-2.48;2;1747.72;London;7;0;M0;1747.49;2021.04.09 07:07:32
A;2490;2021.04.09 07:35:16;2;3;BUY;1744.76;1745.14;38.7;0.65;0.037183;1.5823;18.8968;15.3248;33.6458;29.2640;-0.088837;-7.6658;-0.061671;-9.50;2;1747.72;London;7;0;NONE;0.00;
P;2490;2021.04.09 07:35:16;2;3;BUY;1744.76;1745.14;38.7;0.65;0.037183;1.5823;18.8968;15.3248;33.6458;29.2640;-0.088837;-7.6658;-0.061671;-10.66;3;1747.72;London;7;0;M0;0.00;
F;2490;2021.04.09 07:35:16;2;3;BUY;1744.76;1745.14;38.7;0.65;0.037183;1.5823;18.8968;15.3248;33.6458;29.2640;-0.088837;-7.6658;-0.061671;-10.66;3;1746.25;London;7;0;M0;1745.14;2021.04.09 07:35:16
A;2491;2021.04.09 08:33:01;0;1;BUY;1744.82;1745.12;30.4;0.45;0.025690;0.9010;21.9642;13.9671;12.9063;44.6978;0.095604;-7.0641;-0.076532;0.00;0;0.00;London;8;0;NONE;0.00;
A;2492;2021.04.09 13:19:00;0;1;BUY;1734.09;1734.48;39.4;0.96;0.055361;0.7680;30.0221;15.9256;13.9570;47.7469;0.383968;-7.9283;-0.089807;0.00;0;0.00;Overlap;13;0;NONE;0.00;
A;2493;2021.04.12 09:46:00;0;1;SELL;1741.91;1742.24;33.7;0.32;0.018227;0.4776;60.8719;15.8397;21.7176;57.5401;-0.140663;8.5818;0.096766;0.00;0;0.00;London;9;0;NONE;0.00;
A;2493;2021.04.12 11:26:51;1;2;SELL;1743.51;1743.86;35.7;0.61;0.034844;0.7319;36.7821;25.3567;6.9524;63.8574;0.071660;4.7297;0.036376;-1.95;1;0.00;London;11;0;NONE;0.00;
P;2493;2021.04.12 11:26:51;1;2;SELL;1743.51;1743.86;35.7;0.61;0.034844;0.7319;36.7821;25.3567;6.9524;63.8574;0.071660;4.7297;0.036376;-2.66;2;0.00;London;11;0;M0;0.00;
F;2493;2021.04.12 11:26:51;1;2;SELL;1743.51;1743.86;35.7;0.61;0.034844;0.7319;36.7821;25.3567;6.9524;63.8574;0.071660;4.7297;0.036376;-2.66;2;1743.21;London;11;0;M0;1743.51;2021.04.12 11:26:51
A;2494;2021.04.12 19:40:00;0;1;SELL;1731.21;1731.56;34.7;0.18;0.010253;0.4604;20.3736;16.0647;14.8974;51.5958;-0.073733;-2.0718;-0.010368;0.00;0;0.00;NewYork;19;0;NONE;0.00;
A;2494;2021.04.12 19:58:00;1;2;SELL;1731.96;1732.36;39.7;0.22;0.012529;1.2056;46.1379;22.8577;3.7361;63.8093;0.020054;1.6821;0.011264;-1.15;1;0.00;NewYork;19;0;NONE;0.00;
P;2494;2021.04.12 19:58:00;1;2;SELL;1731.96;1732.36;39.7;0.22;0.012529;1.2056;46.1379;22.8577;3.7361;63.8093;0.020054;1.6821;0.011264;-1.94;2;0.00;NewYork;19;0;M0;0.00;
F;2494;2021.04.12 19:58:00;1;2;SELL;1731.96;1732.36;39.7;0.22;0.012529;1.2056;46.1379;22.8577;3.7361;63.8093;0.020054;1.6821;0.011264;-1.94;2;1731.96;NewYork;19;0;M0;1731.96;2021.04.12 19:58:00
A;2495;2021.04.13 00:29:01;0;1;BUY;1730.39;1730.74;34.7;0.31;0.017669;1.4915;44.5623;19.5927;17.8245;49.3828;0.112260;-4.7170;-0.060711;0.00;0;0.00;Asia;0;0;NONE;0.00;
A;2495;2021.04.13 01:02:52;1;2;BUY;1728.82;1729.17;35.4;0.98;0.056440;5.1627;24.3366;13.6582;23.0756;29.4188;-0.128505;-2.6341;-0.016062;-1.92;1;0.00;Asia;1;0;NONE;0.00;
P;2495;2021.04.13 01:02:52;1;2;BUY;1728.82;1729.17;35.4;0.98;0.056440;5.1627;24.3366;13.6582;23.0756;29.4188;-0.128505;-2.6341;-0.016062;-2.63;2;0.00;Asia;1;0;M0;0.00;
F;2495;2021.04.13 01:02:52;1;2;BUY;1728.82;1729.17;35.4;0.98;0.056440;5.1627;24.3366;13.6582;23.0756;29.4188;-0.128505;-2.6341;-0.016062;-2.63;2;1729.46;Asia;1;0;M0;1729.17;2021.04.13 01:02:52
A;2496;2021.04.13 02:39:00;0;1;SELL;1734.78;1735.11;32.7;0.37;0.021098;0.8561;23.1894;10.8644;20.0785;50.7931;-0.088007;6.7343;0.075448;0.00;0;0.00;Asia;2;0;NONE;0.00;
A;2497;2021.04.13 11:46:00;0;1;BUY;1727.49;1727.81;32.4;0.38;0.021795;0.6705;31.9447;10.2594;21.2259;45.2468;0.013231;-1.7141;-0.019483;0.00;0;0.00;London;11;0;NONE;0.00;
A;2498;2021.04.14 07:32:00;0;1;BUY;1744.87;1745.22;35.7;0.37;0.021291;0.5417;34.5322;12.3010;18.5402;43.5721;-0.004902;-1.3559;-0.020353;0.00;0;0.00;London;7;0;NONE;0.00;
A;2498;2021.04.14 09:33:26;1;2;BUY;1742.59;1742.92;33.6;0.57;0.032911;1.5263;58.7917;7.1186;32.7589;25.7622;-0.090782;-4.4327;-0.033363;-2.63;1;0.00;London;9;0;NONE;0.00;
P;2498;2021.04.14 09:33:26;1;2;BUY;1742.59;1742.92;33.6;0.57;0.032911;1.5263;58.7917;7.1186;32.7589;25.7622;-0.090782;-4.4327;-0.033363;-3.30;2;0.00;London;9;0;M0;0.00;
F;2498;2021.04.14 09:33:26;1;2;BUY;1742.59;1742.92;33.6;0.57;0.032911;1.5263;58.7917;7.1186;32.7589;25.7622;-0.090782;-4.4327;-0.033363;-3.30;2;1743.48;London;9;0;M0;1742.92;2021.04.14 09:33:26
A;2499;2021.04.15 03:17:00;0;1;SELL;1738.86;1739.23;37.6;0.25;0.014449;1.0404;47.5211;17.1608;31.9399;54.6568;-0.160927;6.2981;0.077165;0.00;0;0.00;Asia;3;0;NONE;0.00;
A;2499;2021.04.15 05:00:07;1;2;SELL;1740.17;1740.57;39.7;0.32;0.018576;1.4272;28.0200;22.1708;11.2122;60.8887;-0.031499;5.5764;0.047100;-1.71;1;0.00;Asia;5;0;NONE;0.00;
P;2499;2021.04.15 05:00:07;1;2;SELL;1740.17;1740.57;39.7;0.32;0.018576;1.4272;28.0200;22.1708;11.2122;60.8887;-0.031499;5.5764;0.047100;-2.50;2;0.00;Asia;5;0;M0;0.00;
F;2499;2021.04.15 05:00:07;1;2;SELL;1740.17;1740.57;39.7;0.32;0.018576;1.4272;28.0200;22.1708;11.2122;60.8887;-0.031499;5.5764;0.047100;-2.50;2;1739.96;Asia;5;0;M0;1740.17;2021.04.15 05:00:07
A;2499;2021.04.15 05:49:00;2;3;SELL;1742.64;1743.02;37.7;0.38;0.022079;1.1606;40.1644;36.2276;6.1627;67.4368;0.136376;8.1282;0.073618;-9.87;2;1739.96;Asia;5;0;NONE;0.00;
P;2499;2021.04.15 05:49:00;2;3;SELL;1742.64;1743.02;37.7;0.38;0.022079;1.1606;40.1644;36.2276;6.1627;67.4368;0.136376;8.1282;0.073618;-11.00;3;1739.96;Asia;5;0;M0;0.00;
F;2499;2021.04.15 05:49:00;2;3;SELL;1742.64;1743.02;37.7;0.38;0.022079;1.1606;40.1644;36.2276;6.1627;67.4368;0.136376;8.1282;0.073618;-11.00;3;1741.49;Asia;5;0;M0;1742.64;2021.04.15 05:49:00
A;2499;2021.04.15 07:11:47;3;4;SELL;1746.74;1747.16;41.7;0.36;0.020882;0.8716;39.2042;15.1418;6.4640;65.5116;-0.011815;12.3097;0.120378;-35.84;3;1741.49;London;7;0;NONE;0.00;
P;2499;2021.04.15 07:11:47;3;4;SELL;1746.74;1747.16;41.7;0.36;0.020882;0.8716;39.2042;15.1418;6.4640;65.5116;-0.011815;12.3097;0.120378;-37.51;4;1741.49;London;7;0;M0;0.00;
F;2499;2021.04.15 07:11:47;3;4;SELL;1746.74;1747.16;41.7;0.36;0.020882;0.8716;39.2042;15.1418;6.4640;65.5116;-0.011815;12.3097;0.120378;-37.51;4;1743.76;London;7;0;M0;1746.74;2021.04.15 07:11:47
A;2499;2021.04.15 12:15:05;4;5;SELL;1751.01;1751.35;34.4;0.71;0.040677;0.6616;56.4231;40.7139;6.7595;76.6082;0.320423;6.2849;0.052685;-79.41;4;1743.76;Overlap;12;0;NONE;0.00;
P;2499;2021.04.15 12:15:05;4;5;SELL;1751.01;1751.35;34.4;0.71;0.040677;0.6616;56.4231;40.7139;6.7595;76.6082;0.320423;6.2849;0.052685;-81.13;5;1743.76;Overlap;12;0;M0;0.00;
F;2499;2021.04.15 12:15:05;4;5;SELL;1751.01;1751.35;34.4;0.71;0.040677;0.6616;56.4231;40.7139;6.7595;76.6082;0.320423;6.2849;0.052685;-81.13;5;1747.16;Overlap;12;0;M0;1751.01;2021.04.15 12:15:05
A;2500;2021.04.15 18:35:00;0;1;BUY;1766.64;1766.93;28.7;0.32;0.018113;1.0298;24.8119;20.0900;14.6203;52.6509;0.059762;6.8350;0.059894;0.00;0;0.00;NewYork;18;0;NONE;0.00;
A;2500;2021.04.15 19:35:56;1;2;BUY;1764.39;1764.68;28.7;0.25;0.014112;0.7150;65.9912;3.2690;27.4083;26.6823;-0.023809;-2.8339;-0.015287;-2.54;1;0.00;NewYork;19;0;NONE;0.00;
P;2500;2021.04.15 19:35:56;1;2;BUY;1764.39;1764.68;28.7;0.25;0.014112;0.7150;65.9912;3.2690;27.4083;26.6823;-0.023809;-2.8339;-0.015287;-3.11;2;0.00;NewYork;19;0;M0;0.00;
F;2500;2021.04.15 19:35:56;1;2;BUY;1764.39;1764.68;28.7;0.25;0.014112;0.7150;65.9912;3.2690;27.4083;26.6823;-0.023809;-2.8339;-0.015287;-3.11;2;1765.25;NewYork;19;0;M0;1764.68;2021.04.15 19:35:56
A;2500;2021.04.16 02:11:35;2;3;BUY;1760.64;1761.01;36.7;0.58;0.032943;1.4321;26.9799;10.6191;26.9896;27.9981;-0.123384;-4.3847;-0.034820;-15.72;2;1765.25;Asia;2;0;NONE;0.00;
P;2500;2021.04.16 02:11:35;2;3;BUY;1760.64;1761.01;36.7;0.58;0.032943;1.4321;26.9799;10.6191;26.9896;27.9981;-0.123384;-4.3847;-0.034820;-16.82;3;1765.25;Asia;2;0;M0;0.00;
F;2500;2021.04.16 02:11:35;2;3;BUY;1760.64;1761.01;36.7;0.58;0.032943;1.4321;26.9799;10.6191;26.9896;27.9981;-0.123384;-4.3847;-0.034820;-16.82;3;1762.95;Asia;2;0;M0;1761.01;2021.04.16 02:11:35
A;2501;2021.04.19 00:10:00;0;1;BUY;1777.80;1778.15;35.4;0.39;0.021698;0.8256;21.8128;38.3444;10.4617;65.0875;0.153795;3.2590;0.017786;0.00;0;0.00;Asia;0;0;NONE;0.00;
A;2502;2021.04.19 11:51:00;0;1;BUY;1781.26;1781.60;34.5;0.82;0.045923;1.5099;52.7482;20.2096;27.0852;44.8233;0.117287;-4.2828;-0.056304;0.00;0;0.00;London;11;0;NONE;0.00;
A;2502;2021.04.19 12:13:42;1;2;BUY;1775.63;1775.92;29.4;1.38;0.077719;1.9764;39.4516;8.5000;41.1272;18.9793;-0.679760;-6.0048;-0.044815;-5.98;1;0.00;Overlap;12;0;NONE;0.00;
P;2502;2021.04.19 12:13:42;1;2;BUY;1775.63;1775.92;29.4;1.38;0.077719;1.9764;39.4516;8.5000;41.1272;18.9793;-0.679760;-6.0048;-0.044815;-6.57;2;0.00;Overlap;12;0;M0;0.00;
F;2502;2021.04.19 12:13:42;1;2;BUY;1775.63;1775.92;29.4;1.38;0.077719;1.9764;39.4516;8.5000;41.1272;18.9793;-0.679760;-6.0048;-0.044815;-6.57;2;1777.62;Overlap;12;0;M0;1775.92;2021.04.19 12:13:42
A;2502;2021.04.19 13:23:34;2;3;BUY;1766.70;1767.03;33.4;1.09;0.061697;0.7164;71.0357;3.6667;40.7846;20.3037;-0.564273;-11.7280;-0.111798;-33.36;2;1777.62;Overlap;13;0;NONE;0.00;
P;2502;2021.04.19 13:23:34;2;3;BUY;1766.70;1767.03;33.4;1.09;0.061697;0.7164;71.0357;3.6667;40.7846;20.3037;-0.564273;-11.7280;-0.111798;-34.36;3;1777.62;Overlap;13;0;M0;0.00;
F;2502;2021.04.19 13:23:34;2;3;BUY;1766.70;1767.03;33.4;1.09;0.061697;0.7164;71.0357;3.6667;40.7846;20.3037;-0.564273;-11.7280;-0.111798;-34.36;3;1772.16;Overlap;13;0;M0;1767.03;2021.04.19 13:23:34
A;2503;2021.04.20 01:06:00;0;1;BUY;1768.69;1769.03;33.7;0.65;0.036892;0.8709;44.4277;13.6462;18.8254;41.8724;0.054470;-3.2697;-0.039464;0.00;0;0.00;Asia;1;0;NONE;0.00;
A;2504;2021.04.21 08:00:00;0;1;BUY;1781.89;1782.21;31.7;0.45;0.025478;0.8307;28.6361;22.4746;21.4687;45.0803;0.129620;-3.9643;-0.051048;0.00;0;0.00;London;8;0;NONE;0.00;
A;2504;2021.04.21 08:49:49;1;2;BUY;1779.04;1779.41;37.4;0.76;0.042579;1.5280;43.9112;6.7679;35.3965;23.2094;-0.267739;-5.3166;-0.038407;-3.17;1;0.00;London;8;0;NONE;0.00;
P;2504;2021.04.21 08:49:49;1;2;BUY;1779.04;1779.41;37.4;0.76;0.042579;1.5280;43.9112;6.7679;35.3965;23.2094;-0.267739;-5.3166;-0.038407;-3.92;2;0.00;London;8;0;M0;0.00;
