Event;SetupID;DecisionTime;StepFrom;StepTo;Direction;Bid;Ask;SpreadPoints;ATR;ATRPct100;ATRRegime;ADX;DIPlus;DIMinus;RSI;MACDHist;EMA200DistATR;EMA200Slope5ATR;FloatingPnLNoCost;OpenPositions;BasketBE;Session;OpenHour;Mode;Rule;FillPrice;FillTime
A;2441;2021.03.10 06:01:23;1;2;BUY;1711.22;1711.63;41.7;0.64;0.037313;2.6660;39.4414;8.2081;51.5635;19.8232;-0.321487;-3.9064;-0.019024;-6.76;1;0.00;Asia;6;0;NONE;0.00;
P;2441;2021.03.10 06:01:23;1;2;BUY;1711.22;1711.63;41.7;0.64;0.037313;2.6660;39.4414;8.2081;51.5635;19.8232;-0.321487;-3.9064;-0.019024;-7.59;2;0.00;Asia;6;0;M0;0.00;
F;2441;2021.03.10 06:01:23;1;2;BUY;1711.22;1711.63;41.7;0.64;0.037313;2.6660;39.4414;8.2081;51.5635;19.8232;-0.321487;-3.9064;-0.019024;-7.59;2;1713.09;Asia;6;0;M0;1711.63;2021.03.10 06:01:23
A;2442;2021.03.10 07:15:00;0;1;SELL;1715.39;1715.76;36.8;0.55;0.032077;0.7900;27.7517;16.6784;15.1746;58.1189;-0.063935;3.6769;0.041326;0.00;0;0.00;London;7;0;NONE;0.00;
A;2443;2021.03.10 13:00:00;0;1;BUY;1712.71;1712.99;27.7;0.64;0.037660;1.0622;19.7292;23.3659;18.8924;59.9668;0.116478;1.1713;0.002964;0.00;0;0.00;Overlap;13;0;NONE;0.00;
A;2444;2021.03.10 17:03:00;0;1;SELL;1718.34;1718.74;40.1;0.52;0.030102;0.4368;31.4796;24.1316;12.2969;55.1927;0.057665;3.0625;0.034332;0.00;0;0.00;NewYork;17;0;NONE;0.00;
A;2444;2021.03.10 18:09:57;1;2;SELL;1721.21;1721.59;37.7;1.22;0.070779;0.7169;19.9914;25.4732;16.9068;64.2755;0.296714;2.7149;0.016276;-3.25;1;0.00;NewYork;18;0;NONE;0.00;
P;2444;2021.03.10 18:09:57;1;2;SELL;1721.21;1721.59;37.7;1.22;0.070779;0.7169;19.9914;25.4732;16.9068;64.2755;0.296714;2.7149;0.016276;-4.00;2;0.00;NewYork;18;0;M0;0.00;
F;2444;2021.03.10 18:09:57;1;2;SELL;1721.21;1721.59;37.7;1.22;0.070779;0.7169;19.9914;25.4732;16.9068;64.2755;0.296714;2.7149;0.016276;-4.00;2;1720.49;NewYork;18;0;M0;1721.21;2021.03.10 18:09:57
A;2445;2021.03.10 19:28:00;0;1;SELL;1725.04;1725.38;33.8;0.43;0.024796;1.2041;36.9087;17.5862;13.7767;55.5207;-0.138348;9.9319;0.108891;0.00;0;0.00;NewYork;19;0;NONE;0.00;
A;2445;2021.03.11 00:01:26;1;2;SELL;1727.24;1727.54;29.1;0.39;0.022420;1.4880;56.1932;28.1976;5.6004;74.3092;0.038531;9.6932;0.084730;-2.33;1;0.00;Asia;0;0;NONE;0.00;
P;2445;2021.03.11 00:01:26;1;2;SELL;1727.24;1727.54;29.1;0.39;0.022420;1.4880;56.1932;28.1976;5.6004;74.3092;0.038531;9.6932;0.084730;-2.91;2;0.00;Asia;0;0;M0;0.00;
F;2445;2021.03.11 00:01:26;1;2;SELL;1727.24;1727.54;29.1;0.39;0.022420;1.4880;56.1932;28.1976;5.6004;74.3092;0.038531;9.6932;0.084730;-2.91;2;1726.70;Asia;0;0;M0;1727.24;2021.03.11 00:01:26
A;2446;2021.03.11 07:50:00;0;1;SELL;1736.73;1737.08;34.7;0.41;0.023608;0.7299;33.6243;18.3150;21.8789;51.9885;-0.181001;7.4093;0.085204;0.00;0;0.00;London;7;0;NONE;0.00;
A;2446;2021.03.11 08:30:18;1;2;SELL;1738.91;1739.20;29.7;0.42;0.024254;0.5189;24.1132;30.0831;12.8017;62.7278;0.175673;9.6827;0.092225;-2.48;1;0.00;London;8;0;NONE;0.00;
P;2446;2021.03.11 08:30:18;1;2;SELL;1738.91;1739.20;29.7;0.42;0.024254;0.5189;24.1132;30.0831;12.8017;62.7278;0.175673;9.6827;0.092225;-3.07;2;0.00;London;8;0;M0;0.00;
F;2446;2021.03.11 08:30:18;1;2;SELL;1738.91;1739.20;29.7;0.42;0.024254;0.5189;24.1132;30.0831;12.8017;62.7278;0.175673;9.6827;0.092225;-3.07;2;1738.37;London;8;0;M0;1738.91;2021.03.11 08:30:18
A;2447;2021.03.11 10:08:00;0;1;BUY;1734.35;1734.64;29.4;0.61;0.035071;1.1926;39.4245;22.5710;15.2416;52.4581;0.240626;-2.4133;-0.037770;0.00;0;0.00;London;10;0;NONE;0.00;
A;2447;2021.03.11 12:04:24;1;2;BUY;1731.31;1731.64;32.4;0.70;0.040547;1.1152;40.8767;7.1651;37.4429;30.4043;-0.243889;-5.1214;-0.039240;-3.33;1;0.00;Overlap;12;0;NONE;0.00;
P;2447;2021.03.11 12:04:24;1;2;BUY;1731.31;1731.64;32.4;0.70;0.040547;1.1152;40.8767;7.1651;37.4429;30.4043;-0.243889;-5.1214;-0.039240;-3.98;2;0.00;Overlap;12;0;M0;0.00;
F;2447;2021.03.11 12:04:24;1;2;BUY;1731.31;1731.64;32.4;0.70;0.040547;1.1152;40.8767;7.1651;37.4429;30.4043;-0.243889;-5.1214;-0.039240;-3.98;2;1732.42;Overlap;12;0;M0;1731.64;2021.03.11 12:04:24
A;2448;2021.03.11 21:59:00;0;1;BUY;1722.42;1722.89;46.2;0.27;0.015559;0.7774;31.2130;14.2394;19.1811;46.6231;0.091220;-5.2398;-0.061547;0.00;0;0.00;Unknown;21;0;NONE;0.00;
A;2449;2021.03.12 02:35:00;0;1;BUY;1723.37;1723.74;37.2;0.58;0.033800;1.0360;31.7607;22.9715;16.7608;53.1449;0.235748;-1.6122;-0.025793;0.00;0;0.00;Asia;2;0;NONE;0.00;
A;2449;2021.03.12 02:44:34;1;2;BUY;1720.11;1720.42;31.1;0.62;0.036059;1.4594;32.3732;10.8285;32.2217;26.4394;-0.296731;-6.3972;-0.054631;-3.63;1;0.00;Asia;2;0;NONE;0.00;
P;2449;2021.03.12 02:44:34;1;2;BUY;1720.11;1720.42;31.1;0.62;0.036059;1.4594;32.3732;10.8285;32.2217;26.4394;-0.296731;-6.3972;-0.054631;-4.25;2;0.00;Asia;2;0;M0;0.00;
F;2449;2021.03.12 02:44:34;1;2;BUY;1720.11;1720.42;31.1;0.62;0.036059;1.4594;32.3732;10.8285;32.2217;26.4394;-0.296731;-6.3972;-0.054631;-4.25;2;1721.32;Asia;2;0;M0;1720.42;2021.03.12 02:44:34
A;2449;2021.03.12 06:07:16;2;3;BUY;1714.65;1715.02;36.4;0.66;0.038550;1.3340;41.5190;7.7269;47.0642;26.5115;-0.352283;-6.5425;-0.052988;-20.62;2;1721.32;Asia;6;0;NONE;0.00;
P;2449;2021.03.12 06:07:16;2;3;BUY;1714.65;1715.02;36.4;0.66;0.038550;1.3340;41.5190;7.7269;47.0642;26.5115;-0.352283;-6.5425;-0.052988;-21.71;3;1721.32;Asia;6;0;M0;0.00;
F;2449;2021.03.12 06:07:16;2;3;BUY;1714.65;1715.02;36.4;0.66;0.038550;1.3340;41.5190;7.7269;47.0642;26.5115;-0.352283;-6.5425;-0.052988;-21.71;3;1717.99;Asia;6;0;M0;1715.02;2021.03.12 06:07:16
A;2449;2021.03.12 11:00:00;3;4;BUY;1703.30;1703.58;28.4;2.21;0.129895;2.6908;18.5285;19.6917;25.4336;20.7378;-0.549508;-4.5837;-0.020775;-89.83;3;1717.99;London;11;0;NONE;0.00;
P;2449;2021.03.12 11:00:00;3;4;BUY;1703.30;1703.58;28.4;2.21;0.129895;2.6908;18.5285;19.6917;25.4336;20.7378;-0.549508;-4.5837;-0.020775;-90.97;4;1717.99;London;11;0;M0;0.00;
F;2449;2021.03.12 11:00:00;3;4;BUY;1703.30;1703.58;28.4;2.21;0.129895;2.6908;18.5285;19.6917;25.4336;20.7378;-0.549508;-4.5837;-0.020775;-90.97;4;1713.04;London;11;0;M0;1703.58;2021.03.12 11:00:00
A;2450;2021.03.14 23:44:02;0;1;BUY;1725.74;1726.17;43.1;0.33;0.018977;0.4071;22.5283;17.8134;12.1723;46.1948;0.010430;1.9918;0.012468;0.00;0;0.00;Asia;23;0;NONE;0.00;
A;2451;2021.03.15 01:03:00;0;1;BUY;1728.04;1728.44;39.8;1.03;0.059880;2.5804;29.7427;29.4823;11.6998;70.3275;0.240524;2.2337;0.019842;0.00;0;0.00;Asia;1;0;NONE;0.00;
A;2451;2021.03.15 05:31:44;1;2;BUY;1722.86;1723.29;42.8;0.58;0.033592;1.1365;40.9799;6.4722;31.6191;18.2150;-0.138307;-6.1109;-0.048107;-5.58;1;0.00;Asia;5;0;NONE;0.00;
P;2451;2021.03.15 05:31:44;1;2;BUY;1722.86;1723.29;42.8;0.58;0.033592;1.1365;40.9799;6.4722;31.6191;18.2150;-0.138307;-6.1109;-0.048107;-6.44;2;0.00;Asia;5;0;M0;0.00;
F;2451;2021.03.15 05:31:44;1;2;BUY;1722.86;1723.29;42.8;0.58;0.033592;1.1365;40.9799;6.4722;31.6191;18.2150;-0.138307;-6.1109;-0.048107;-6.44;2;1724.72;Asia;5;0;M0;1723.29;2021.03.15 05:31:44
A;2452;2021.03.15 10:18:01;0;1;SELL;1729.08;1729.41;33.6;0.20;0.011567;0.6520;22.0628;12.8510;14.7636;60.7640;-0.106762;15.4943;0.164949;0.00;0;0.00;London;10;0;NONE;0.00;
A;2452;2021.03.15 11:11:36;1;2;SELL;1730.23;1730.59;35.6;0.60;0.034417;1.2670;24.4980;35.3619;15.2871;66.4446;0.183991;5.1507;0.038652;-1.51;1;0.00;London;11;0;NONE;0.00;
P;2452;2021.03.15 11:11:36;1;2;SELL;1730.23;1730.59;35.6;0.60;0.034417;1.2670;24.4980;35.3619;15.2871;66.4446;0.183991;5.1507;0.038652;-2.22;2;0.00;London;11;0;M0;0.00;
F;2452;2021.03.15 11:11:36;1;2;SELL;1730.23;1730.59;35.6;0.60;0.034417;1.2670;24.4980;35.3619;15.2871;66.4446;0.183991;5.1507;0.038652;-2.22;2;1730.08;London;11;0;M0;1730.23;2021.03.15 11:11:36
A;2453;2021.03.15 22:54:01;0;1;SELL;1731.37;1731.63;25.8;0.19;0.010830;1.3204;23.8792;17.8799;14.9400;51.3162;0.047752;2.8882;0.034966;0.00;0;0.00;Unknown;22;0;NONE;0.00;
A;2453;2021.03.16 01:09:22;1;2;SELL;1732.52;1732.93;41.7;0.38;0.022193;0.6081;36.4549;30.6537;9.0903;67.9848;0.324938;3.9555;0.030536;-1.52;1;0.00;Asia;1;0;NONE;0.00;
P;2453;2021.03.16 01:09:22;1;2;SELL;1732.52;1732.93;41.7;0.38;0.022193;0.6081;36.4549;30.6537;9.0903;67.9848;0.324938;3.9555;0.030536;-2.35;2;0.00;Asia;1;0;M0;0.00;
F;2453;2021.03.16 01:09:22;1;2;SELL;1732.52;1732.93;41.7;0.38;0.022193;0.6081;36.4549;30.6537;9.0903;67.9848;0.324938;3.9555;0.030536;-2.35;2;1732.37;Asia;1;0;M0;1732.52;2021.03.16 01:09:22
A;2454;2021.03.16 12:24:00;0;1;SELL;1734.10;1734.47;37.1;0.65;0.037383;0.7339;28.0171;17.7954;22.9181;52.9771;-0.057386;1.7209;0.021924;0.00;0;0.00;Overlap;12;0;NONE;0.00;
A;2454;2021.03.16 14:29:50;1;2;SELL;1738.62;1738.86;24.4;0.74;0.042807;0.8339;62.3569;41.0442;2.6231;76.9296;0.325767;6.8458;0.053336;-4.77;1;0.00;Overlap;14;0;NONE;0.00;
P;2454;2021.03.16 14:29:50;1;2;SELL;1738.62;1738.86;24.4;0.74;0.042807;0.8339;62.3569;41.0442;2.6231;76.9296;0.325767;6.8458;0.053336;-5.26;2;0.00;Overlap;14;0;M0;0.00;
F;2454;2021.03.16 14:29:50;1;2;SELL;1738.62;1738.86;24.4;0.74;0.042807;0.8339;62.3569;41.0442;2.6231;76.9296;0.325767;6.8458;0.053336;-5.26;2;1737.25;Overlap;14;0;M0;1738.62;2021.03.16 14:29:50
A;2455;2021.03.17 03:35:00;0;1;SELL;1734.96;1735.40;43.8;0.20;0.011672;0.6240;23.6615;18.4478;23.9698;51.1939;-0.106564;11.2273;0.121427;0.00;0;0.00;Asia;3;0;NONE;0.00;
A;2455;2021.03.17 03:59:06;1;2;SELL;1735.91;1736.28;37.5;0.18;0.010196;0.9503;47.7837;35.9279;7.4198;69.3001;0.072461;15.0566;0.142719;-1.32;1;0.00;Asia;3;0;NONE;0.00;
P;2455;2021.03.17 03:59:06;1;2;SELL;1735.91;1736.28;37.5;0.18;0.010196;0.9503;47.7837;35.9279;7.4198;69.3001;0.072461;15.0566;0.142719;-2.07;2;0.00;Asia;3;0;M0;0.00;
F;2455;2021.03.17 03:59:06;1;2;SELL;1735.91;1736.28;37.5;0.18;0.010196;0.9503;47.7837;35.9279;7.4198;69.3001;0.072461;15.0566;0.142719;-2.07;2;1735.83;Asia;3;0;M0;1735.91;2021.03.17 03:59:06
A;2456;2021.03.17 14:52:00;0;1;BUY;1732.53;1732.87;34.4;0.64;0.036796;0.8430;22.5039;18.6212;14.9530;54.5272;-0.073491;2.5962;0.020644;0.00;0;0.00;Overlap;14;0;NONE;0.00;
A;2456;2021.03.17 15:32:09;1;2;BUY;1728.70;1729.05;34.1;0.45;0.025829;0.7840;26.7123;14.5143;42.9633;34.7225;0.000450;-4.4545;-0.031209;-4.17;1;0.00;Overlap;15;0;NONE;0.00;
P;2456;2021.03.17 15:32:09;1;2;BUY;1728.70;1729.05;34.1;0.45;0.025829;0.7840;26.7123;14.5143;42.9633;34.7225;0.000450;-4.4545;-0.031209;-4.85;2;0.00;Overlap;15;0;M0;0.00;
F;2456;2021.03.17 15:32:09;1;2;BUY;1728.70;1729.05;34.1;0.45;0.025829;0.7840;26.7123;14.5143;42.9633;34.7225;0.000450;-4.4545;-0.031209;-4.85;2;1730.09;Overlap;15;0;M0;1729.05;2021.03.17 15:32:09
A;2457;2021.03.18 02:58:00;0;1;SELL;1754.37;1754.77;40.5;0.28;0.015761;0.5462;33.3030;15.9245;8.4502;59.1685;-0.034922;12.1346;0.129371;0.00;0;0.00;Asia;2;0;NONE;0.00;
A;2458;2021.03.18 13:33:00;0;1;BUY;1724.37;1724.72;34.8;1.42;0.082334;1.1543;32.0953;26.1580;16.4726;53.9001;0.408572;-4.9340;-0.062522;0.00;0;0.00;Overlap;13;0;NONE;0.00;
A;2459;2021.03.19 05:04:02;0;1;SELL;1733.31;1733.62;30.7;0.35;0.020337;1.2187;31.3043;15.6878;24.3819;46.6407;-0.136004;1.9966;0.028194;0.00;0;0.00;Asia;5;0;NONE;0.00;
A;2460;2021.03.19 07:36:00;0;1;SELL;1743.49;1743.84;35.4;0.58;0.033109;0.7598;22.9222;16.1873;11.6237;63.4792;-0.116295;13.7683;0.144352;0.00;0;0.00;London;7;0;NONE;0.00;
A;2461;2021.03.19 10:17:00;0;1;BUY;1737.11;1737.37;26.7;0.39;0.022307;0.9748;29.9586;26.4790;11.4344;46.0488;0.265966;-7.1061;-0.082502;0.00;0;0.00;London;10;0;NONE;0.00;
A;2461;2021.03.19 11:25:10;1;2;BUY;1734.82;1735.15;33.7;0.61;0.035032;1.6207;37.8280;5.1303;41.2589;22.8793;-0.299940;-5.6932;-0.041685;-2.55;1;0.00;London;11;0;NONE;0.00;
P;2461;2021.03.19 11:25:10;1;2;BUY;1734.82;1735.15;33.7;0.61;0.035032;1.6207;37.8280;5.1303;41.2589;22.8793;-0.299940;-5.6932;-0.041685;-3.22;2;0.00;London;11;0;M0;0.00;
F;2461;2021.03.19 11:25:10;1;2;BUY;1734.82;1735.15;33.7;0.61;0.035032;1.6207;37.8280;5.1303;41.2589;22.8793;-0.299940;-5.6932;-0.041685;-3.22;2;1735.71;London;11;0;M0;1735.15;2021.03.19 11:25:10
A;2462;2021.03.19 14:37:00;0;1;BUY;1735.93;1736.25;31.7;0.67;0.038783;0.9691;21.3260;18.0550;10.4633;56.4906;0.162460;-1.7872;-0.023367;0.00;0;0.00;Overlap;14;0;NONE;0.00;
A;2463;2021.03.22 07:09:00;0;1;BUY;1729.58;1729.90;32.7;0.50;0.028649;0.5259;35.9742;13.9804;19.3133;40.1910;0.012683;-12.5637;-0.133650;0.00;0;0.00;London;7;0;NONE;0.00;
A;2464;2021.03.22 12:43:00;0;1;BUY;1733.36;1733.63;27.4;0.87;0.050134;0.7183;25.0111;17.5420;14.1532;56.0818;0.329732;-0.4808;-0.016411;0.00;0;0.00;Overlap;12;0;NONE;0.00;
A;2465;2021.03.22 23:31:00;0;1;BUY;1739.10;1739.39;29.3;0.14;0.008251;0.7757;27.8154;32.1223;16.9672;51.7043;0.024227;-0.1849;-0.013463;0.00;0;0.00;Asia;23;0;NONE;0.00;
A;2465;2021.03.22 23:35:22;1;2;BUY;1738.59;1739.03;44.4;0.21;0.012179;1.3381;24.6520;16.6262;29.8677;36.7127;-0.006656;-2.4999;-0.007988;-0.80;1;0.00;Asia;23;0;NONE;0.00;
P;2465;2021.03.22 23:35:22;1;2;BUY;1738.59;1739.03;44.4;0.21;0.012179;1.3381;24.6520;16.6262;29.8677;36.7127;-0.006656;-2.4999;-0.007988;-1.69;2;0.00;Asia;23;0;M0;0.00;
F;2465;2021.03.22 23:35:22;1;2;BUY;1738.59;1739.03;44.4;0.21;0.012179;1.3381;24.6520;16.6262;29.8677;36.7127;-0.006656;-2.4999;-0.007988;-1.69;2;1738.86;Asia;23;0;M0;1739.03;2021.03.22 23:35:22
A;2465;2021.03.23 00:26:14;2;3;BUY;1737.33;1737.64;31.4;0.41;0.023556;0.8100;54.2938;5.7002;49.9873;21.5548;-0.335847;-4.3875;-0.026556;-7.61;2;1738.86;Asia;0;0;NONE;0.00;
P;2465;2021.03.23 00:26:14;2;3;BUY;1737.33;1737.64;31.4;0.41;0.023556;0.8100;54.2938;5.7002;49.9873;21.5548;-0.335847;-4.3875;-0.026556;-8.55;3;1738.86;Asia;0;0;M0;0.00;
F;2465;2021.03.23 00:26:14;2;3;BUY;1737.33;1737.64;31.4;0.41;0.023556;0.8100;54.2938;5.7002;49.9873;21.5548;-0.335847;-4.3875;-0.026556;-8.55;3;1738.14;Asia;0;0;M0;1737.64;2021.03.23 00:26:14
A;2465;2021.03.23 01:12:20;3;4;BUY;1735.43;1735.82;38.7;0.54;0.030943;0.8045;21.8924;13.6136;32.9926;35.0563;-0.105582;-5.3895;-0.040335;-19.95;3;1738.14;Asia;1;0;NONE;0.00;
P;2465;2021.03.23 01:12:20;3;4;BUY;1735.43;1735.82;38.7;0.54;0.030943;0.8045;21.8924;13.6136;32.9926;35.0563;-0.105582;-5.3895;-0.040335;-21.50;4;1738.14;Asia;1;0;M0;0.00;
F;2465;2021.03.23 01:12:20;3;4;BUY;1735.43;1735.82;38.7;0.54;0.030943;0.8045;21.8924;13.6136;32.9926;35.0563;-0.105582;-5.3895;-0.040335;-21.50;4;1737.05;Asia;1;0;M0;1735.82;2021.03.23 01:12:20
A;2465;2021.03.23 01:24:01;4;5;BUY;1733.45;1733.76;31.4;0.40;0.022931;0.8689;51.8760;7.3567;38.6967;28.3134;-0.076994;-11.0974;-0.099364;-41.30;4;1737.05;Asia;1;0;NONE;0.00;
P;2465;2021.03.23 01:24:01;4;5;BUY;1733.45;1733.76;31.4;0.40;0.022931;0.8689;51.8760;7.3567;38.6967;28.3134;-0.076994;-11.0974;-0.099364;-42.87;5;1737.05;Asia;1;0;M0;0.00;
F;2465;2021.03.23 01:24:01;4;5;BUY;1733.45;1733.76;31.4;0.40;0.022931;0.8689;51.8760;7.3567;38.6967;28.3134;-0.076994;-11.0974;-0.099364;-42.87;5;1735.43;Asia;1;0;M0;1733.76;2021.03.23 01:24:01
A;2466;2021.03.23 04:46:02;0;1;BUY;1735.69;1735.99;30.4;0.24;0.014043;0.6457;36.2012;16.6301;26.3713;44.5123;-0.027728;-1.1169;-0.016534;0.00;0;0.00;Asia;4;0;NONE;0.00;
A;2467;2021.03.23 09:44:00;0;1;BUY;1737.60;1737.84;24.7;0.27;0.015496;0.4308;21.1591;24.6756;14.1422;52.0046;0.164189;-1.2644;-0.022574;0.00;0;0.00;London;9;0;NONE;0.00;
A;2468;2021.03.24 02:07:00;0;1;SELL;1730.47;1730.84;36.7;0.33;0.019229;0.5987;23.8294;17.7124;15.9630;53.4755;-0.121350;7.3666;0.080429;0.00;0;0.00;Asia;2;0;NONE;0.00;
A;2468;2021.03.24 02:42:40;1;2;SELL;1732.63;1732.99;36.7;0.48;0.027603;1.4427;33.1662;34.0392;9.2569;69.6290;0.152172;7.5828;0.066147;-2.53;1;0.00;Asia;2;0;NONE;0.00;
P;2468;2021.03.24 02:42:40;1;2;SELL;1732.63;1732.99;36.7;0.48;0.027603;1.4427;33.1662;34.0392;9.2569;69.6290;0.152172;7.5828;0.066147;-3.26;2;0.00;Asia;2;0;M0;0.00;
F;2468;2021.03.24 02:42:40;1;2;SELL;1732.63;1732.99;36.7;0.48;0.027603;1.4427;33.1662;34.0392;9.2569;69.6290;0.152172;7.5828;0.066147;-3.26;2;1732.15;Asia;2;0;M0;1732.63;2021.03.24 02:42:40
A;2469;2021.03.24 07:06:00;0;1;SELL;1730.14;1730.51;37.3;0.69;0.040083;1.4834;25.2935;13.3316;26.0324;40.5994;-0.158211;-1.6814;-0.008618;0.00;0;0.00;London;7;0;NONE;0.00;
A;2469;2021.03.24 09:41:42;1;2;SELL;1734.36;1734.60;24.4;0.41;0.023539;1.0515;43.7943;35.8784;9.4304;72.4485;0.133779;8.8162;0.079258;-4.46;1;0.00;London;9;0;NONE;0.00;
P;2469;2021.03.24 09:41:42;1;2;SELL;1734.36;1734.60;24.4;0.41;0.023539;1.0515;43.7943;35.8784;9.4304;72.4485;0.133779;8.8162;0.079258;-4.95;2;0.00;London;9;0;M0;0.00;
F;2469;2021.03.24 09:41:42;1;2;SELL;1734.36;1734.60;24.4;0.41;0.023539;1.0515;43.7943;35.8784;9.4304;72.4485;0.133779;8.8162;0.079258;-4.95;2;1733.10;London;9;0;M0;1734.36;2021.03.24 09:41:42
A;2470;2021.03.24 16:55:00;0;1;BUY;1734.78;1735.06;28.4;0.26;0.015261;0.5498;41.9797;11.0897;22.5019;38.5624;-0.106448;5.8792;0.052970;0.00;0;0.00;NewYork;16;0;NONE;0.00;
A;2470;2021.03.24 17:15:00;1;2;BUY;1732.53;1732.83;30.0;0.39;0.022770;0.9937;63.4051;3.0419;33.6570;25.3874;-0.068848;-1.9270;-0.009001;-2.53;1;0.00;NewYork;17;0;NONE;0.00;
P;2470;2021.03.24 17:15:00;1;2;BUY;1732.53;1732.83;30.0;0.39;0.022770;0.9937;63.4051;3.0419;33.6570;25.3874;-0.068848;-1.9270;-0.009001;-3.13;2;0.00;NewYork;17;0;M0;0.00;
F;2470;2021.03.24 17:15:00;1;2;BUY;1732.53;1732.83;30.0;0.39;0.022770;0.9937;63.4051;3.0419;33.6570;25.3874;-0.068848;-1.9270;-0.009001;-3.13;2;1733.40;NewYork;17;0;M0;1732.83;2021.03.24 17:15:00
A;2471;2021.03.24 23:06:02;0;1;SELL;1733.99;1734.33;34.4;0.11;0.006286;0.2999;26.7731;22.0172;13.1093;57.4408;0.003806;2.0384;0.022590;0.00;0;0.00;Asia;23;0;NONE;0.00;
A;2471;2021.03.24 23:53:11;1;2;SELL;1734.40;1734.73;33.7;0.25;0.014558;1.0565;21.3756;13.7180;12.6314;64.3162;0.014755;2.2681;0.006437;-0.75;1;0.00;Asia;23;0;NONE;0.00;
P;2471;2021.03.24 23:53:11;1;2;SELL;1734.40;1734.73;33.7;0.25;0.014558;1.0565;21.3756;13.7180;12.6314;64.3162;0.014755;2.2681;0.006437;-1.42;2;0.00;Asia;23;0;M0;0.00;
F;2471;2021.03.24 23:53:11;1;2;SELL;1734.40;1734.73;33.7;0.25;0.014558;1.0565;21.3756;13.7180;12.6314;64.3162;0.014755;2.2681;0.006437;-1.42;2;1734.47;Asia;23;0;M0;1734.40;2021.03.24 23:53:11
A;2472;2021.03.25 04:24:00;0;1;BUY;1734.28;1734.65;37.7;0.19;0.010754;1.5445;22.2495;17.5700;16.3920;42.0358;0.115240;-3.4300;-0.040462;0.00;0;0.00;Asia;4;0;NONE;0.00;
A;2473;2021.03.25 13:47:00;0;1;SELL;1742.99;1743.33;33.7;1.05;0.059998;1.1184;65.5772;18.6437;10.4995;66.8426;-0.512332;9.7043;0.107116;0.00;0;0.00;Overlap;13;0;NONE;0.00;
A;2474;2021.03.25 20:26:01;0;1;SELL;1727.24;1727.46;21.7;0.20;0.011348;0.7686;29.9121;20.0744;23.4781;49.9277;-0.049369;-16.6005;-0.160740;0.00;0;0.00;NewYork;20;0;NONE;0.00;
A;2474;2021.03.25 22:03:12;1;2;SELL;1727.88;1728.33;44.7;0.71;0.040874;2.1177;18.8861;28.5879;11.7717;65.1041;0.168293;-2.2406;-0.030559;-1.08;1;0.00;Unknown;22;0;NONE;0.00;
P;2474;2021.03.25 22:03:12;1;2;SELL;1727.88;1728.33;44.7;0.71;0.040874;2.1177;18.8861;28.5879;11.7717;65.1041;0.168293;-2.2406;-0.030559;-1.97;2;0.00;Unknown;22;0;M0;0.00;
F;2474;2021.03.25 22:03:12;1;2;SELL;1727.88;1728.33;44.7;0.71;0.040874;2.1177;18.8861;28.5879;11.7717;65.1041;0.168293;-2.2406;-0.030559;-1.97;2;1727.93;Unknown;22;0;M0;1727.88;2021.03.25 22:03:12
A;2475;2021.03.29 01:25:00;0;1;BUY;1727.50;1727.84;34.4;0.54;0.031259;1.2155;40.7431;17.4565;24.0464;41.7872;0.162739;-5.7958;-0.064109;0.00;0;0.00;Asia;1;0;NONE;0.00;
A;2476;2021.03.29 03:32:00;0;1;BUY;1730.13;1730.47;33.6;0.24;0.013684;0.7196;34.5518;14.0629;19.3989;42.3891;-0.034789;-2.9888;-0.036340;0.00;0;0.00;Asia;3;0;NONE;0.00;
A;2476;2021.03.29 04:36:06;1;2;BUY;1728.54;1728.90;36.4;0.17;0.009589;0.7152;38.3257;6.0249;38.2201;32.2772;-0.113988;-10.0279;-0.090268;-1.93;1;0.00;Asia;4;0;NONE;0.00;
P;2476;2021.03.29 04:36:06;1;2;BUY;1728.54;1728.90;36.4;0.17;0.009589;0.7152;38.3257;6.0249;38.2201;32.2772;-0.113988;-10.0279;-0.090268;-2.66;2;0.00;Asia;4;0;M0;0.00;
F;2476;2021.03.29 04:36:06;1;2;BUY;1728.54;1728.90;36.4;0.17;0.009589;0.7152;38.3257;6.0249;38.2201;32.2772;-0.113988;-10.0279;-0.090268;-2.66;2;1729.18;Asia;4;0;M0;1728.90;2021.03.29 04:36:06
A;2476;2021.03.29 07:00:00;2;3;BUY;1725.17;1725.50;33.4;1.12;0.064979;3.3289;23.9038;19.7786;26.0451;30.1397;-0.103837;-3.2317;-0.008591;-12.77;2;1729.18;London;7;0;NONE;0.00;
P;2476;2021.03.29 07:00:00;2;3;BUY;1725.17;1725.50;33.4;1.12;0.064979;3.3289;23.9038;19.7786;26.0451;30.1397;-0.103837;-3.2317;-0.008591;-13.77;3;1729.18;London;7;0;M0;0.00;
F;2476;2021.03.29 07:00:00;2;3;BUY;1725.17;1725.50;33.4;1.12;0.064979;3.3289;23.9038;19.7786;26.0451;30.1397;-0.103837;-3.2317;-0.008591;-13.77;3;1727.41;London;7;0;M0;1725.50;2021.03.29 07:00:00
A;2476;2021.03.29 13:33:09;3;4;BUY;1719.69;1720.44;74.7;1.57;0.091484;2.6779;28.6564;11.3733;44.1268;24.4704;-0.393779;-3.3338;-0.017420;-46.61;3;1727.41;Overlap;13;0;NONE;0.00;
