Event;SetupID;StepFrom;StepTo;T_decision;DecisionServerTime;FeatureShift;BarOpenTime_Shift1;BarCloseTime_Shift1;ATR_Shift1;ATRPct_Shift1;ADX_Shift1;DIPlus_Shift1;DIMinus_Shift1;PriceRef_Shift1;strict_before_check;C2M2_Decision;LatchStatus;Direction;Mode;Rule;SourceCommit;SpecVersion;Build
C2M2_DECISION;1116;3;4;2017.08.31 01:43:03;2017.08.31 01:43:03;1;2017.08.31 01:42:00;2017.08.31 01:43:00;0.28;0.021511;55.7710;10.0218;37.6427;1305.17;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1119;3;4;2017.08.31 19:21:53;2017.08.31 19:21:53;1;2017.08.31 19:20:00;2017.08.31 19:21:00;0.44;0.033065;37.7114;30.7791;11.4718;1322.39;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1124;3;4;2017.09.10 22:00:01;2017.09.10 22:00:01;1;2017.09.08 20:58:00;2017.09.08 20:59:00;0.40;0.029958;13.8356;17.1185;21.2955;1346.06;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1138;3;4;2017.09.18 16:21:55;2017.09.18 16:21:55;1;2017.09.18 16:20:00;2017.09.18 16:21:00;0.26;0.020161;24.5104;10.1290;21.0803;1306.95;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1142;3;4;2017.09.21 07:08:01;2017.09.21 07:08:01;1;2017.09.21 07:07:00;2017.09.21 07:08:00;0.48;0.037069;43.8658;5.8502;20.6537;1293.54;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1190;3;4;2017.11.01 12:19:12;2017.11.01 12:19:12;1;2017.11.01 12:18:00;2017.11.01 12:19:00;0.93;0.073133;24.6744;15.7797;34.1430;1274.73;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1191;3;4;2017.11.02 22:30:16;2017.11.02 22:30:16;1;2017.11.02 22:29:00;2017.11.02 22:30:00;0.14;0.010823;30.4143;27.2424;10.7562;1277.34;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1195;3;4;2017.11.08 14:17:56;2017.11.08 14:17:56;1;2017.11.08 14:16:00;2017.11.08 14:17:00;0.35;0.027610;18.7292;36.7565;22.1264;1281.23;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1197;3;4;2017.11.13 05:39:21;2017.11.13 05:39:21;1;2017.11.13 05:38:00;2017.11.13 05:39:00;0.04;0.003467;32.3980;24.6152;14.0161;1276.50;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1207;3;4;2017.11.22 08:37:56;2017.11.22 08:37:56;1;2017.11.22 08:36:00;2017.11.22 08:37:00;0.28;0.021480;18.6273;29.0895;23.8233;1283.75;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1212;3;4;2017.11.30 17:03:49;2017.11.30 17:03:49;1;2017.11.30 17:02:00;2017.11.30 17:03:00;0.48;0.037681;60.5196;6.2310;39.2692;1273.84;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1216;3;4;2017.12.11 21:17:36;2017.12.11 21:17:36;1;2017.12.11 21:16:00;2017.12.11 21:17:00;0.09;0.007224;64.5699;2.8342;27.6916;1242.39;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1226;3;4;2017.12.18 14:26:35;2017.12.18 14:26:35;1;2017.12.18 14:25:00;2017.12.18 14:26:00;0.29;0.022670;32.2857;26.9059;9.2164;1259.40;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1249;3;4;2018.01.22 06:51:58;2018.01.22 06:51:58;1;2018.01.22 06:50:00;2018.01.22 06:51:00;0.23;0.017599;46.1382;6.8312;37.2911;1331.07;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1268;3;4;2018.02.13 05:33:20;2018.02.13 05:33:20;1;2018.02.13 05:32:00;2018.02.13 05:33:00;0.22;0.016700;16.4813;21.7988;15.5216;1326.32;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1274;3;4;2018.02.16 12:25:38;2018.02.16 12:25:38;1;2018.02.16 12:24:00;2018.02.16 12:25:00;0.63;0.046167;44.3714;7.4965;35.4347;1355.42;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1277;3;4;2018.02.19 04:10:25;2018.02.19 04:10:25;1;2018.02.19 04:09:00;2018.02.19 04:10:00;0.35;0.025831;36.7146;14.1068;33.4222;1348.21;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1290;3;4;2018.03.01 13:00:30;2018.03.01 13:00:30;1;2018.03.01 11:59:00;2018.03.01 12:00:00;0.15;0.011159;26.0235;23.6754;25.5699;1310.58;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1293;3;4;2018.03.05 15:10:41;2018.03.05 15:10:41;1;2018.03.05 15:09:00;2018.03.05 15:10:00;0.27;0.020353;52.9599;10.3367;20.6769;1320.47;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1313;3;4;2018.03.27 11:11:55;2018.03.27 11:11:55;1;2018.03.27 11:10:00;2018.03.27 11:11:00;0.34;0.025048;46.3310;7.5315;31.3683;1347.44;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1323;3;4;2018.04.05 13:24:52;2018.04.05 13:24:52;1;2018.04.05 13:23:00;2018.04.05 13:24:00;0.46;0.034369;43.8818;15.7047;26.2796;1323.88;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1343;3;4;2018.04.23 13:55:03;2018.04.23 13:55:03;1;2018.04.23 13:54:00;2018.04.23 13:55:00;0.51;0.038435;40.2223;7.8982;23.6963;1323.68;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1344;3;4;2018.04.25 12:00:06;2018.04.25 12:00:06;1;2018.04.25 11:59:00;2018.04.25 12:00:00;0.39;0.029492;41.8781;12.4617;27.0530;1320.68;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1349;3;4;2018.04.30 14:00:00;2018.04.30 14:00:00;1;2018.04.30 11:59:00;2018.04.30 12:00:00;0.25;0.019049;35.8808;24.3243;17.7207;1313.70;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1358;3;4;2018.05.08 13:32:15;2018.05.08 13:32:15;1;2018.05.08 13:31:00;2018.05.08 13:32:00;0.40;0.030679;26.9353;7.1683;27.8835;1308.72;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1366;3;4;2018.05.15 13:00:00;2018.05.15 13:00:00;1;2018.05.15 11:59:00;2018.05.15 12:00:00;0.25;0.018766;26.8279;17.8456;24.0481;1306.91;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1378;3;4;2018.05.29 13:03:06;2018.05.29 13:03:06;1;2018.05.29 13:02:00;2018.05.29 13:03:00;0.53;0.040489;27.0594;21.5271;23.1811;1297.27;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1401;3;4;2018.06.13 08:20:59;2018.06.13 08:20:59;1;2018.06.13 08:19:00;2018.06.13 08:20:00;0.19;0.014610;18.3240;21.1101;25.0525;1293.63;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1406;3;4;2018.06.19 07:00:00;2018.06.19 07:00:00;1;2018.06.19 05:59:00;2018.06.19 06:00:00;0.22;0.017036;21.4761;15.0118;10.4439;1282.60;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1410;3;4;2018.06.21 05:14:06;2018.06.21 05:14:06;1;2018.06.21 05:13:00;2018.06.21 05:14:00;0.14;0.011384;45.6056;11.0389;34.4124;1264.92;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1413;3;4;2018.06.26 08:02:55;2018.06.26 08:02:55;1;2018.06.26 08:01:00;2018.06.26 08:02:00;0.49;0.038669;65.9616;3.0635;39.5843;1260.07;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1414;3;4;2018.06.27 02:03:00;2018.06.27 02:03:00;1;2018.06.27 02:02:00;2018.06.27 02:03:00;0.36;0.028377;33.1438;10.9343;33.6895;1254.52;false;INVALID;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1420;3;4;2018.07.04 01:34:10;2018.07.04 01:34:10;1;2018.07.04 01:33:00;2018.07.04 01:34:00;0.57;0.045627;54.0394;43.1621;9.9475;1259.13;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1429;3;4;2018.07.10 06:20:08;2018.07.10 06:20:08;1;2018.07.10 06:19:00;2018.07.10 06:20:00;0.52;0.041602;43.8780;6.5828;41.8259;1255.35;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1434;3;4;2018.07.18 08:12:54;2018.07.18 08:12:54;1;2018.07.18 08:11:00;2018.07.18 08:12:00;0.38;0.031283;42.0594;9.3056;30.6795;1222.72;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1436;3;4;2018.07.19 07:37:24;2018.07.19 07:37:24;1;2018.07.19 07:36:00;2018.07.19 07:37:00;0.51;0.042182;49.7731;5.2951;31.1001;1220.32;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1442;3;4;2018.07.26 07:30:30;2018.07.26 07:30:30;1;2018.07.26 07:29:00;2018.07.26 07:30:00;0.40;0.032392;35.5336;7.3826;41.4186;1228.70;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1452;3;4;2018.08.08 12:44:01;2018.08.08 12:44:01;1;2018.08.08 12:43:00;2018.08.08 12:44:00;0.41;0.033592;47.6968;7.5034;33.4481;1207.12;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1454;3;4;2018.08.10 06:05:05;2018.08.10 06:05:05;1;2018.08.10 06:04:00;2018.08.10 06:05:00;0.37;0.030912;39.2294;8.4923;28.9967;1207.47;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1455;3;4;2018.08.13 09:56:27;2018.08.13 09:56:27;1;2018.08.13 09:55:00;2018.08.13 09:56:00;0.38;0.031813;47.7479;7.3309;36.2830;1202.35;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1457;3;4;2018.08.15 00:59:38;2018.08.15 00:59:38;1;2018.08.15 00:58:00;2018.08.15 00:59:00;0.19;0.016158;19.3833;19.8928;31.4060;1192.90;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1463;3;4;2018.08.22 12:14:51;2018.08.22 12:14:51;1;2018.08.22 12:13:00;2018.08.22 12:14:00;0.34;0.028440;26.7890;26.5286;14.2682;1199.02;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1464;3;4;2018.08.23 07:03:33;2018.08.23 07:03:33;1;2018.08.23 07:02:00;2018.08.23 07:03:00;0.84;0.070503;55.1515;4.7849;28.3195;1189.31;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1466;3;4;2018.08.28 08:10:52;2018.08.28 08:10:52;1;2018.08.28 08:09:00;2018.08.28 08:10:00;0.37;0.030375;26.4139;40.4614;11.0896;1212.34;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1469;3;4;2018.08.31 07:05:36;2018.08.31 07:05:36;1;2018.08.31 07:04:00;2018.08.31 07:05:00;0.37;0.030941;45.9542;28.2373;5.7004;1205.52;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1481;3;4;2018.09.11 12:42:50;2018.09.11 12:42:50;1;2018.09.11 12:41:00;2018.09.11 12:42:00;0.64;0.053750;57.5525;3.9453;34.7509;1188.85;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1489;3;4;2018.09.17 13:25:02;2018.09.17 13:25:02;1;2018.09.17 13:24:00;2018.09.17 13:25:00;0.31;0.025862;29.3278;27.2890;14.6252;1200.61;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1505;3;4;2018.10.03 07:00:08;2018.10.03 07:00:08;1;2018.10.03 05:59:00;2018.10.03 06:00:00;0.13;0.011028;34.0259;31.6624;7.6365;1206.03;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1508;3;4;2018.10.08 07:45:22;2018.10.08 07:45:22;1;2018.10.08 07:44:00;2018.10.08 07:45:00;0.29;0.024093;19.0122;14.1140;31.2558;1195.39;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1523;3;4;2018.10.25 09:00:06;2018.10.25 09:00:06;1;2018.10.25 04:59:00;2018.10.25 05:00:00;0.10;0.008327;14.6651;29.4970;17.7996;1236.88;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1527;3;4;2018.10.31 13:08:17;2018.10.31 13:08:17;1;2018.10.31 13:07:00;2018.10.31 13:08:00;0.56;0.046218;41.9581;9.9185;46.4380;1214.89;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1571;3;4;2018.12.19 20:00:00;2018.12.19 20:00:00;1;2018.12.19 18:59:00;2018.12.19 19:00:00;0.71;0.056732;19.2842;19.0394;15.1346;1251.49;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1577;3;4;2019.01.04 13:30:02;2019.01.04 13:30:02;1;2019.01.04 13:29:00;2019.01.04 13:30:00;0.33;0.025308;47.0884;16.9537;24.6178;1290.11;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1579;3;4;2019.01.08 05:00:00;2019.01.08 05:00:00;1;2019.01.08 03:59:00;2019.01.08 04:00:00;0.21;0.016222;50.8298;18.0579;24.7906;1283.73;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1594;3;4;2019.01.18 08:43:26;2019.01.18 08:43:26;1;2019.01.18 08:42:00;2019.01.18 08:43:00;0.23;0.017974;58.9932;3.1507;26.8980;1288.01;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1602;3;4;2019.02.07 01:55:16;2019.02.07 01:55:16;1;2019.02.07 01:54:00;2019.02.07 01:55:00;0.14;0.010843;36.0914;12.5645;24.5524;1305.00;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1603;3;4;2019.02.08 07:12:59;2019.02.08 07:12:59;1;2019.02.08 07:11:00;2019.02.08 07:12:00;0.20;0.015270;23.3881;31.7461;21.0054;1308.14;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1606;3;4;2019.02.12 00:04:17;2019.02.12 00:04:17;1;2019.02.12 00:03:00;2019.02.12 00:04:00;0.23;0.017406;37.3116;7.6384;42.5479;1306.99;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1608;3;4;2019.02.12 20:56:45;2019.02.12 20:56:45;1;2019.02.12 20:55:00;2019.02.12 20:56:00;0.14;0.010622;25.0587;20.4954;20.0615;1310.96;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1610;3;4;2019.02.13 19:30:47;2019.02.13 19:30:47;1;2019.02.13 19:29:00;2019.02.13 19:30:00;0.20;0.015153;71.2006;2.7854;26.3169;1308.30;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1614;3;4;2019.02.18 07:54:18;2019.02.18 07:54:18;1;2019.02.18 07:53:00;2019.02.18 07:54:00;0.16;0.012044;57.2505;5.6371;43.0014;1322.21;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1620;3;4;2019.02.21 20:53:42;2019.02.21 20:53:42;1;2019.02.21 20:52:00;2019.02.21 20:53:00;0.16;0.011950;21.5558;22.5397;25.3041;1324.22;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1625;3;4;2019.02.27 16:32:42;2019.02.27 16:32:42;1;2019.02.27 16:31:00;2019.02.27 16:32:00;0.32;0.023926;36.4447;15.0794;38.4837;1320.76;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1628;3;4;2019.03.04 05:53:11;2019.03.04 05:53:11;1;2019.03.04 05:52:00;2019.03.04 05:53:00;0.15;0.011584;26.4755;14.9830;23.8965;1294.84;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1631;3;4;2019.03.11 06:27:01;2019.03.11 06:27:01;1;2019.03.11 06:26:00;2019.03.11 06:27:00;0.16;0.011991;43.1547;30.5308;8.1078;1298.86;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1632;3;4;2019.03.12 05:38:36;2019.03.12 05:38:36;1;2019.03.12 05:37:00;2019.03.12 05:38:00;0.17;0.013030;18.1486;24.2988;19.6632;1296.99;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1639;3;4;2019.03.14 09:33:12;2019.03.14 09:33:12;1;2019.03.14 09:32:00;2019.03.14 09:33:00;0.59;0.045738;42.7206;6.8499;43.7811;1299.26;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1646;3;4;2019.03.22 05:15:42;2019.03.22 05:15:42;1;2019.03.22 05:14:00;2019.03.22 05:15:00;0.07;0.005352;49.8933;10.2859;46.2675;1307.81;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1658;3;4;2019.04.04 12:20:09;2019.04.04 12:20:09;1;2019.04.04 12:19:00;2019.04.04 12:20:00;0.45;0.035042;42.8498;13.9807;24.2251;1287.03;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1659;3;4;2019.04.05 03:37:53;2019.04.05 03:37:53;1;2019.04.05 03:36:00;2019.04.05 03:37:00;0.00;0.000155;45.9156;13.8257;11.7554;1289.28;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
