Event;SetupID;StepFrom;StepTo;T_decision;DecisionServerTime;FeatureShift;BarOpenTime_Shift1;BarCloseTime_Shift1;ATR_Shift1;ATRPct_Shift1;ADX_Shift1;DIPlus_Shift1;DIMinus_Shift1;PriceRef_Shift1;strict_before_check;C2M2_Decision;LatchStatus;Direction;Mode;Rule;SourceCommit;SpecVersion;Build
C2M2_DECISION;3369;3;4;2023.07.21 08:05:53;2023.07.21 08:05:53;1;2023.07.21 08:04:00;2023.07.21 08:05:00;0.58;0.029691;58.5122;9.2756;27.6483;1964.41;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3380;3;4;2023.08.01 02:01:35;2023.08.01 02:01:35;1;2023.08.01 02:00:00;2023.08.01 02:01:00;0.52;0.026435;29.5056;10.7379;36.3522;1960.48;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3409;3;4;2023.09.14 12:30:27;2023.09.14 12:30:27;1;2023.09.14 12:29:00;2023.09.14 12:30:00;0.55;0.028846;18.1921;21.9633;14.0953;1907.54;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3417;3;4;2023.09.21 12:15:56;2023.09.21 12:15:56;1;2023.09.21 12:14:00;2023.09.21 12:15:00;0.36;0.018896;49.4245;7.5266;23.4067;1918.40;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3419;3;4;2023.09.22 02:13:05;2023.09.22 02:13:05;1;2023.09.22 02:12:00;2023.09.22 02:13:00;0.18;0.009146;54.4747;34.1620;6.1803;1924.39;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3424;3;4;2023.09.26 06:19:56;2023.09.26 06:19:56;1;2023.09.26 06:18:00;2023.09.26 06:19:00;0.30;0.015684;35.5852;11.0348;27.2092;1912.80;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3425;3;4;2023.09.28 15:17:26;2023.09.28 15:17:26;1;2023.09.28 15:16:00;2023.09.28 15:17:00;0.71;0.038052;78.1005;2.0895;41.8138;1859.30;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3448;3;4;2023.10.22 22:00:07;2023.10.22 22:00:07;1;2023.10.20 20:59:00;2023.10.20 21:00:00;0.67;0.033789;38.3760;34.8488;9.4916;1980.65;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3457;3;4;2023.11.07 07:10:07;2023.11.07 07:10:07;1;2023.11.07 07:09:00;2023.11.07 07:10:00;0.56;0.028437;52.6213;7.3414;36.1211;1969.23;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3461;3;4;2023.11.10 12:35:01;2023.11.10 12:35:01;1;2023.11.10 12:34:00;2023.11.10 12:35:00;0.42;0.021721;49.2483;8.3668;28.9390;1946.23;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3491;3;4;2023.12.04 14:02:02;2023.12.04 14:02:02;1;2023.12.04 14:01:00;2023.12.04 14:02:00;1.66;0.080709;20.1709;14.5464;32.2999;2054.91;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3506;3;4;2023.12.15 09:04:34;2023.12.15 09:04:34;1;2023.12.15 09:03:00;2023.12.15 09:04:00;1.00;0.048712;64.6764;47.7663;2.8570;2042.63;true;VETO;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3519;3;4;2024.01.03 17:41:54;2024.01.03 17:41:54;1;2024.01.03 17:40:00;2024.01.03 17:41:00;0.46;0.022891;20.1923;11.0758;35.2584;2031.34;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3525;3;4;2024.01.08 05:39:32;2024.01.08 05:39:32;1;2024.01.08 05:38:00;2024.01.08 05:39:00;2.24;0.110475;47.7703;8.8475;33.8055;2029.88;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3533;3;4;2024.01.16 01:02:00;2024.01.16 01:02:00;1;2024.01.16 01:01:00;2024.01.16 01:02:00;0.47;0.022919;19.2017;13.9319;21.6113;2050.70;false;INVALID;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3558;3;4;2024.02.05 13:53:28;2024.02.05 13:53:28;1;2024.02.05 13:52:00;2024.02.05 13:53:00;0.86;0.042455;29.7431;10.3942;28.8850;2016.24;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3614;3;4;2024.03.14 13:35:26;2024.03.14 13:35:26;1;2024.03.14 13:34:00;2024.03.14 13:35:00;1.27;0.058566;41.4675;6.4590;33.9637;2161.22;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3643;3;4;2024.04.04 12:01:32;2024.04.04 12:01:32;1;2024.04.04 12:00:00;2024.04.04 12:01:00;0.93;0.040520;48.2026;9.5584;34.2988;2288.99;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3655;3;4;2024.04.15 22:15:48;2024.04.15 22:15:48;1;2024.04.15 22:14:00;2024.04.15 22:15:00;1.22;0.051300;64.7693;45.9986;3.1648;2387.91;true;VETO;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3719;3;4;2024.05.30 02:34:02;2024.05.30 02:34:02;1;2024.05.30 02:33:00;2024.05.30 02:34:00;0.79;0.033654;25.9248;16.7756;32.0160;2332.57;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3790;3;4;2024.07.19 00:00:19;2024.07.19 00:00:19;1;2024.07.18 23:59:00;2024.07.19 00:00:00;0.54;0.022049;64.9218;2.3880;46.3618;2441.15;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3792;3;4;2024.07.19 13:06:26;2024.07.19 13:06:26;1;2024.07.19 13:05:00;2024.07.19 13:06:00;1.53;0.063892;29.6430;10.0454;23.8276;2401.32;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3798;3;4;2024.07.22 14:31:36;2024.07.22 14:31:36;1;2024.07.22 14:30:00;2024.07.22 14:31:00;1.34;0.056252;56.4795;4.5373;36.5851;2386.59;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3801;3;4;2024.07.24 12:55:22;2024.07.24 12:55:22;1;2024.07.24 12:54:00;2024.07.24 12:55:00;1.07;0.044233;29.9831;42.8348;10.8599;2420.72;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3813;3;4;2024.08.05 00:17:25;2024.08.05 00:17:25;1;2024.08.05 00:16:00;2024.08.05 00:17:00;4.21;0.173335;55.2087;8.7152;36.0133;2425.95;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3814;3;4;2024.08.05 06:21:24;2024.08.05 06:21:24;1;2024.08.05 06:20:00;2024.08.05 06:21:00;3.16;0.130148;44.8839;6.1461;31.2659;2424.35;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3847;3;4;2024.08.28 12:30:03;2024.08.28 12:30:03;1;2024.08.28 12:29:00;2024.08.28 12:30:00;1.03;0.041064;20.2949;18.6609;25.1756;2496.08;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3922;3;4;2024.10.23 15:12:59;2024.10.23 15:12:59;1;2024.10.23 15:11:00;2024.10.23 15:12:00;2.28;0.084000;19.7103;14.6271;23.5425;2715.47;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3927;3;4;2024.10.25 14:13:48;2024.10.25 14:13:48;1;2024.10.25 14:12:00;2024.10.25 14:13:00;1.41;0.051457;53.0019;35.8381;4.8719;2735.30;true;VETO;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3948;3;4;2024.11.11 13:34:56;2024.11.11 13:34:56;1;2024.11.11 13:33:00;2024.11.11 13:34:00;2.53;0.095620;47.5484;6.3701;53.5841;2646.16;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3958;3;4;2024.11.21 11:16:35;2024.11.21 11:16:35;1;2024.11.21 11:15:00;2024.11.21 11:16:00;0.76;0.028351;39.9559;46.0113;6.7957;2671.86;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3970;3;4;2024.12.02 00:35:06;2024.12.02 00:35:06;1;2024.12.02 00:34:00;2024.12.02 00:35:00;0.80;0.030308;25.5773;10.4065;22.8904;2642.90;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;3993;3;4;2024.12.18 19:08:46;2024.12.18 19:08:46;1;2024.12.18 19:07:00;2024.12.18 19:08:00;2.33;0.088976;44.7751;6.9623;43.4042;2622.05;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4010;3;4;2025.01.02 15:34:15;2025.01.02 15:34:15;1;2025.01.02 15:33:00;2025.01.02 15:34:00;1.01;0.038101;24.0133;34.0515;10.9650;2650.82;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4034;3;4;2025.01.19 23:27:19;2025.01.19 23:27:19;1;2025.01.19 23:26:00;2025.01.19 23:27:00;1.93;0.071596;44.1602;7.5659;37.8298;2692.55;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4047;3;4;2025.01.28 18:32:26;2025.01.28 18:32:26;1;2025.01.28 18:31:00;2025.01.28 18:32:00;0.97;0.035131;21.1407;29.4261;13.3756;2761.13;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4059;3;4;2025.02.11 13:02:54;2025.02.11 13:02:54;1;2025.02.11 13:01:00;2025.02.11 13:02:00;2.85;0.098708;52.7391;11.1991;36.2799;2887.30;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4083;3;4;2025.02.28 13:59:48;2025.02.28 13:59:48;1;2025.02.28 13:58:00;2025.02.28 13:59:00;1.56;0.054649;31.0977;12.4913;23.0923;2851.37;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4098;3;4;2025.03.10 18:05:08;2025.03.10 18:05:08;1;2025.03.10 18:04:00;2025.03.10 18:05:00;1.58;0.054917;35.2148;9.6829;30.5141;2881.61;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4111;3;4;2025.03.21 04:00:50;2025.03.21 04:00:50;1;2025.03.21 03:59:00;2025.03.21 04:00:00;0.48;0.015757;22.5457;14.3922;38.2528;3030.32;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4112;3;4;2025.03.21 13:38:13;2025.03.21 13:38:13;1;2025.03.21 13:37:00;2025.03.21 13:38:00;2.82;0.093295;67.2646;3.5223;29.5595;3022.13;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4126;3;4;2025.04.03 11:01:43;2025.04.03 11:01:43;1;2025.04.03 11:00:00;2025.04.03 11:01:00;5.65;0.182674;51.2055;5.4426;32.9536;3092.93;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4154;3;4;2025.04.25 05:54:49;2025.04.25 05:54:49;1;2025.04.25 05:53:00;2025.04.25 05:54:00;3.88;0.117612;70.7197;4.2030;34.7209;3296.84;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4180;3;4;2025.05.14 12:45:44;2025.05.14 12:45:44;1;2025.05.14 12:44:00;2025.05.14 12:45:00;2.90;0.090482;38.3310;12.4352;28.5959;3200.63;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4207;3;4;2025.06.03 01:00:10;2025.06.03 01:00:10;1;2025.06.03 00:59:00;2025.06.03 01:00:00;1.64;0.048658;20.3434;16.1623;26.9541;3375.61;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4216;3;4;2025.06.10 01:25:33;2025.06.10 01:25:33;1;2025.06.10 01:24:00;2025.06.10 01:25:00;1.71;0.051538;27.4883;11.4314;32.4157;3311.14;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4225;3;4;2025.06.17 03:23:08;2025.06.17 03:23:08;1;2025.06.17 03:22:00;2025.06.17 03:23:00;1.90;0.056112;58.1069;7.1851;34.9410;3379.86;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4227;3;4;2025.06.18 04:45:09;2025.06.18 04:45:09;1;2025.06.18 04:44:00;2025.06.18 04:45:00;0.99;0.029237;27.5562;32.2068;10.5649;3397.20;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4230;3;4;2025.06.19 06:11:23;2025.06.19 06:11:23;1;2025.06.19 06:10:00;2025.06.19 06:11:00;2.78;0.083064;46.2960;9.2416;35.9853;3351.91;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4235;3;4;2025.06.23 22:18:05;2025.06.23 22:18:05;1;2025.06.23 22:17:00;2025.06.23 22:18:00;2.87;0.085500;27.2332;14.4651;37.4580;3356.72;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4257;3;4;2025.07.11 12:35:26;2025.07.11 12:35:26;1;2025.07.11 12:34:00;2025.07.11 12:35:00;1.29;0.038400;26.6553;24.1096;9.0818;3350.22;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4272;3;4;2025.07.24 11:30:50;2025.07.24 11:30:50;1;2025.07.24 11:29:00;2025.07.24 11:30:00;0.46;0.013797;40.2052;11.4643;25.6087;3363.14;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4286;3;4;2025.08.05 11:34:06;2025.08.05 11:34:06;1;2025.08.05 11:33:00;2025.08.05 11:34:00;0.77;0.023029;33.2891;7.0257;25.0328;3351.24;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4308;3;4;2025.08.21 04:47:59;2025.08.21 04:47:59;1;2025.08.21 04:46:00;2025.08.21 04:47:00;0.24;0.007316;39.7729;15.3322;18.2140;3338.78;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4314;3;4;2025.08.25 23:15:26;2025.08.25 23:15:26;1;2025.08.25 23:14:00;2025.08.25 23:15:00;1.59;0.047273;67.7083;4.7449;49.1232;3358.16;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4317;3;4;2025.08.29 01:24:30;2025.08.29 01:24:30;1;2025.08.29 01:23:00;2025.08.29 01:24:00;0.54;0.015885;38.7130;10.7639;27.2249;3410.43;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4321;3;4;2025.09.02 07:51:42;2025.09.02 07:51:42;1;2025.09.02 07:50:00;2025.09.02 07:51:00;1.73;0.049643;31.9120;14.3731;41.0158;3478.34;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4394;3;4;2025.10.28 08:42:05;2025.10.28 08:42:05;1;2025.10.28 08:41:00;2025.10.28 08:42:00;3.26;0.083403;40.9898;5.9781;25.3431;3905.75;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4410;3;4;2025.11.10 13:02:31;2025.11.10 13:02:31;1;2025.11.10 13:01:00;2025.11.10 13:02:00;1.78;0.043419;31.8821;30.0812;14.4956;4099.61;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4471;3;4;2026.01.07 13:09:39;2026.01.07 13:09:39;1;2026.01.07 13:08:00;2026.01.07 13:09:00;4.58;0.103270;47.4108;7.5883;38.8387;4432.56;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4476;3;4;2026.01.09 01:08:22;2026.01.09 01:08:22;1;2026.01.09 01:07:00;2026.01.09 01:08:00;3.64;0.081666;43.8177;6.1732;29.1069;4454.14;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4527;3;4;2026.02.25 19:05:41;2026.02.25 19:05:41;1;2026.02.25 19:04:00;2026.02.25 19:05:00;1.26;0.024131;39.9990;10.0548;27.7947;5200.72;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4552;3;4;2026.03.11 22:56:24;2026.03.11 22:56:24;1;2026.03.11 22:55:00;2026.03.11 22:56:00;3.06;0.059404;28.4454;15.1830;24.4268;5155.34;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4559;3;4;2026.03.19 06:29:59;2026.03.19 06:29:59;1;2026.03.19 06:28:00;2026.03.19 06:29:00;3.60;0.074696;36.0830;19.9441;28.1344;4819.52;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4607;3;4;2026.04.21 06:02:59;2026.04.21 06:02:59;1;2026.04.21 06:01:00;2026.04.21 06:02:00;4.05;0.084742;51.1049;8.6287;33.2603;4779.19;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4609;3;4;2026.04.22 05:16:22;2026.04.22 05:16:22;1;2026.04.22 05:15:00;2026.04.22 05:16:00;0.99;0.020883;25.6792;23.2241;16.1366;4756.19;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4614;3;4;2026.04.26 22:10:01;2026.04.26 22:10:01;1;2026.04.26 22:09:00;2026.04.26 22:10:00;5.22;0.111446;24.3967;17.4153;32.1433;4681.63;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4617;3;4;2026.04.29 13:40:19;2026.04.29 13:40:19;1;2026.04.29 13:39:00;2026.04.29 13:40:00;4.68;0.103345;41.4833;5.9516;28.0434;4525.38;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4625;3;4;2026.05.04 10:12:30;2026.05.04 10:12:30;1;2026.05.04 10:11:00;2026.05.04 10:12:00;4.74;0.104190;67.5744;6.4874;34.7542;4544.60;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;4635;3;4;2026.05.10 22:00:02;2026.05.10 22:00:02;1;2026.05.08 20:59:00;2026.05.08 21:00:00;1.59;0.033840;24.3337;18.6421;24.9568;4712.65;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
